scheduled_arrival_utc,scheduled_arrival_frankfurt,flight_number,from_airport_name,airline,aircraft_model
,,A3 1547,Berlin,Aegean,Airbus A319
,,LH 177,Berlin,Lufthansa,Airbus A319
,,OU 5465,Berlin,Croatia,Airbus A319
,,LH 1221,Salzburg,Lufthansa,Canadair CRJ 900NG
,,OS 7247,Salzburg,Austrian,Canadair CRJ 900NG
,,AC 9323,Brussels,Air Canada,Airbus A320
,,SQ 2037,Brussels,Singapore,Airbus A320
,,AI 8665,Brussels,Air India,Airbus A320
,,A3 1431,Brussels,Aegean,Airbus A320
,,TG 7751,Brussels,Thai  International,Airbus A320
,,LA 8664,Brussels,LATAM,Airbus A320
,,LH 1005,Brussels,Lufthansa,Airbus A320
,,UA 9570,Brussels,United,Airbus A320
,,NH 6168,Brussels,ANA,Airbus A320
,,CX 6704,Brussels,Cathay Pacific,Airbus A320
,,ET 1566,Brussels,ET,Airbus A320
,,CA 6004,Brussels,Air China,Airbus A320
,,SN 7017,Brussels,Brussels,Airbus A320
,,AI 7510,Dubrovnik,Air India,Airbus A319
,,TP 6876,Dubrovnik,TAP Air Portugal,Airbus A319
,,SQ 2414,Dubrovnik,Singapore,Airbus A319
,,OZ 9378,Dubrovnik,Asiana,Airbus A319
,,OU 418,Dubrovnik,Croatia,Airbus A319
,,UA 7255,Dubrovnik,United,Airbus A319
,,LH 5991,Dubrovnik,Lufthansa,Airbus A319
,,LO 4290,Dubrovnik,LOT - Polish,Airbus A319
,,OS 203,Vienna,Austrian,Airbus A320
,,LH 6437,Vienna,Lufthansa,Airbus A320
,,LH 97,Munich,Lufthansa,Airbus A320 (Sharklets)
,,TG 7927,Munich,Thai  International,Airbus A320 (Sharklets)
,,XQ 910,İzmir,Sun Express,Boeing 737-800
,,LH 9423,İzmir,Lufthansa,Boeing 737-800
,,BA 8761,London,British,Embraer 190
,,KL 1815,Amsterdam,KLM,Embraer 190
,,DL 7454,Tel Aviv Yafo,Delta Air Lines,Boeing 737-900
,,LY 357,Tel Aviv Yafo,El Al,Boeing 737-900
,,LO 381,Warsaw,LOT - Polish,E295
,,AI 7771,Warsaw,Air India,E295
,,LH 5715,Warsaw,Lufthansa,E295
,,OZ 6902,Warsaw,Asiana,E295
,,OU 5863,Warsaw,Croatia,E295
,,NH 6720,Warsaw,ANA,E295
,,SQ 2381,Warsaw,Singapore,E295
,,LH 9,Hamburg,Lufthansa,Airbus A319
,,UA 8933,Hamburg,United,Airbus A319
,,A3 1565,Hamburg,Aegean,Airbus A319
,,SQ 2057,Hamburg,Singapore,Airbus A319
,,HY 231,Tashkent,Uzbekistan,Boeing 787-8
,,WS 5943,Toronto,WestJet,Airbus A330
,,DE 2403,Toronto,Condor,Airbus A330
,,BJ 2046,Houmt El Souk,Nouvelair Tunisie,Airbus A320
,,CI 9235,Madrid,China,Boeing 737-800
,,AM 6888,Madrid,Aeromexico,Boeing 737-800
,,EY 7557,Madrid,Etihad,Boeing 737-800
,,UX 1503,Madrid,Air Europa,Boeing 737-800
,,VN 3166,Madrid,Vietnam,Boeing 737-800
,,UA 42,Newark,United,Boeing 777
,,LH 7602,Newark,Lufthansa,Boeing 777
,,AC 5684,Newark,Air Canada,Boeing 777
,,OS 7839,Newark,Austrian,Boeing 777
,,SN 9003,Newark,Brussels,Boeing 777
,,UA 8935,Hanover,United,Airbus A320
,,AZ 4771,Hanover,ITA,Airbus A320
,,NH 6224,Hanover,ANA,Airbus A320
,,LH 51,Hanover,Lufthansa,Airbus A320
,,A3 1555,Hanover,Aegean,Airbus A320
,,SQ 2033,Hanover,Singapore,Airbus A320
,,TG 7823,Porto,Thai  International,Airbus A321
,,NH 6165,Porto,ANA,Airbus A321
,,AC 9231,Porto,Air Canada,Airbus A321
,,TP 6685,Porto,TAP Air Portugal,Airbus A321
,,LH 1181,Porto,Lufthansa,Airbus A321
,,UA 9004,Porto,United,Airbus A321
,,SQ 2101,Porto,Singapore,Airbus A321
,,XQ 3540,Dalaman,Sun Express,Boeing 737
,,DL 86,Detroit,Delta Air Lines,Airbus A330-200
,,XC 9005,Antalya,Corendon Air,Boeing 737-800
,,DE 4406,Prague,Condor,Airbus A321
,,DE 4180,Hamburg,Condor,Airbus A320 (sharklets)
,,SQ 2209,Berlin,Singapore,Airbus A320
,,AZ 4691,Berlin,ITA,Airbus A320
,,UA 9214,Berlin,United,Airbus A320
,,LH 179,Berlin,Lufthansa,Airbus A320
,,A3 1423,Berlin,Aegean,Airbus A320
,,DE 4304,Munich,Condor,Airbus A319
,,AC 5741,Thessaloniki,Air Canada,Airbus A320
,,SQ 2852,Thessaloniki,Singapore,Airbus A320
,,A3 530,Thessaloniki,Aegean,Airbus A320
,,LH 5929,Thessaloniki,Lufthansa,Airbus A320
,,AC 4000,Chicago,Air Canada,Boeing 787-10
,,LH 9151,Chicago,Lufthansa,Boeing 787-10
,,UA 907,Chicago,United,Boeing 787-10
,,UA 8945,Munich,United,Boeing 787-9
,,LH 99,Munich,Lufthansa,Boeing 787-9
,,AZ 4827,Munich,ITA,Boeing 787-9
,,AC 9347,Munich,Air Canada,Boeing 787-9
,,SQ 2113,Munich,Singapore,Boeing 787-9
,,SQ 1999,Leipzig,Singapore,Airbus A321
,,LH 159,Leipzig,Lufthansa,Airbus A321
,,AZ 4815,Leipzig,ITA,Airbus A321
,,UA 9007,Leipzig,United,Airbus A321
,,A3 1470,Leipzig,Aegean,Airbus A321
,,NH 6226,Leipzig,ANA,Airbus A321
,,SQ 2021,Düsseldorf,Singapore,Airbus A320
,,NH 6211,Düsseldorf,ANA,Airbus A320
,,LH 75,Düsseldorf,Lufthansa,Airbus A320
,,OU 5411,Düsseldorf,Croatia,Airbus A320
,,UA 8929,Düsseldorf,United,Airbus A320
,,AZ 4747,Düsseldorf,ITA,Airbus A320
,,UA 6899,Istanbul,United,Airbus A330-300
,,TK 1587,Istanbul,Turkish,Airbus A330-300
,,DE 4292,Paris,Condor,Airbus A320
,,A3 1521,London,Aegean,Airbus A320 (Sharklets)
,,LH 923,London,Lufthansa,Airbus A320 (Sharklets)
,,UA 8812,London,United,Airbus A320 (Sharklets)
,,SQ 2229,Barcelona,Singapore,Airbus A321
,,UA 9304,Barcelona,United,Airbus A321
,,LH 1137,Barcelona,Lufthansa,Airbus A321
,,NH 5442,Barcelona,ANA,Airbus A321
,,AC 9011,Barcelona,Air Canada,Airbus A321
,,DE 4418,Rome,Condor,Airbus A320
,,DE 4264,Paris,Condor,Airbus A321 NEO
,,DE 4086,Berlin,Condor,Airbus A321 (Sharklets)
,,DE 4356,Milan,Condor,Airbus A320
,,AC 5729,Athens,Air Canada,Airbus A321 NEO
,,SQ 2860,Athens,Singapore,Airbus A321 NEO
,,A3 830,Athens,Aegean,Airbus A321 NEO
,,LH 5915,Athens,Lufthansa,Airbus A321 NEO
,,RO 301,Bucharest,TAROM,Boeing 737
,,LX 9315,Calgary,SWISS,Airbus A330
,,OS 8466,Calgary,Austrian,Airbus A330
,,LH 4405,Calgary,Lufthansa,Airbus A330
,,4Y 77,Calgary,Eurowings Discover,Airbus A330
,,SN 5673,Calgary,Brussels,Airbus A330
,,AC 7393,Calgary,Air Canada,Airbus A330
,,EI 650,Dublin,Aer Lingus,Airbus A320
,,OS 205,Vienna,Austrian,Airbus A320
,,NH 6332,Vienna,ANA,Airbus A320
,,LH 6409,Vienna,Lufthansa,Airbus A320
,,NZ 4221,San Francisco,Air New Zealand,Boeing 747-8
,,LH 455,San Francisco,Lufthansa,Boeing 747-8
,,UA 8828,San Francisco,United,Boeing 747-8
,,SN 7249,San Francisco,Brussels,Boeing 747-8
,,OS 7326,San Francisco,Austrian,Boeing 747-8
,,DE 2144,Santo Domingo City,Condor,Airbus A330
,,NH 6154,Milan,ANA,Airbus A320
,,AZ 7316,Milan,ITA,Airbus A320
,,UA 9063,Milan,United,Airbus A320
,,SQ 2181,Milan,Singapore,Airbus A320
,,AC 9619,Milan,Air Canada,Airbus A320
,,LH 247,Milan,Lufthansa,Airbus A320
,,LH 6907,Zurich,Lufthansa,Embraer 190
,,EN 8117,Zurich,Air Dolomiti,Embraer 190
,,LX 4814,Zurich,SWISS,Embraer 190
,,DE 1817,Lamezia Terme,Condor,Airbus A321 NEO
,,ME 217,Beirut,Middle East,Airbus A320
,,TP 6862,Zagreb,TAP Air Portugal,BCS3
,,SQ 2406,Zagreb,Singapore,BCS3
,,UA 7269,Zagreb,United,BCS3
,,LH 6001,Zagreb,Lufthansa,BCS3
,,OZ 9374,Zagreb,Asiana,BCS3
,,OU 416,Zagreb,Croatia,BCS3
,,AI 7522,Zagreb,Air India,BCS3
,,SQ 2839,Brussels,Singapore,Airbus A319
,,NH 5195,Brussels,ANA,Airbus A319
,,UA 9945,Brussels,United,Airbus A319
,,SN 2609,Brussels,Brussels,Airbus A319
,,LH 5569,Brussels,Lufthansa,Airbus A319
,,LH 9419,Antalya,Lufthansa,Boeing 737-800
,,XQ 144,Antalya,Sun Express,Boeing 737-800
,,DE 1581,Kerkyra Island,Condor,Airbus A320 NEO
,,AZ 4779,Hamburg,ITA,Airbus A320 (Sharklets)
,,OU 5447,Hamburg,Croatia,Airbus A320 (Sharklets)
,,LH 11,Hamburg,Lufthansa,Airbus A320 (Sharklets)
,,SQ 25,New York,Singapore,Boeing 777-300ER
,,BA 8732,London,British,Embraer 190
,,DE 1501,Ibiza Town,Condor,Airbus A320 NEO
,,UA 8844,Los Angeles,United,Boeing 747-8
,,OS 7320,Los Angeles,Austrian,Boeing 747-8
,,SN 7251,Los Angeles,Brussels,Boeing 747-8
,,LH 457,Los Angeles,Lufthansa,Boeing 747-8
,,NZ 4217,Los Angeles,Air New Zealand,Boeing 747-8
,,EY 2920,Rome,Etihad,Airbus A320 NEO
,,UA 7741,Rome,United,Airbus A320 NEO
,,LH 5099,Rome,Lufthansa,Airbus A320 NEO
,,SV 6733,Rome,Saudi Arabian,Airbus A320 NEO
,,AZ 400,Rome,ITA,Airbus A320 NEO
,,VN 3060,Rome,Vietnam,Airbus A320 NEO
,,CI 9460,Rome,China,Airbus A320 NEO
,,AI 8897,São Paulo,Air India,Boeing 747-8
,,NH 5895,São Paulo,ANA,Boeing 747-8
,,SQ 2197,São Paulo,Singapore,Boeing 747-8
,,CA 6250,São Paulo,Air China,Boeing 747-8
,,LH 507,São Paulo,Lufthansa,Boeing 747-8
,,SQ 2017,Berlin,Singapore,Airbus A320
,,NH 6208,Berlin,ANA,Airbus A320
,,LH 181,Berlin,Lufthansa,Airbus A320
,,UA 8969,Berlin,United,Airbus A320
,,OU 5461,Berlin,Croatia,Airbus A320
,,UA 9356,Paris,United,Airbus A320 (Sharklets)
,,NH 5872,Paris,ANA,Airbus A320 (Sharklets)
,,LH 1027,Paris,Lufthansa,Airbus A320 (Sharklets)
,,UA 9183,Munich,United,Airbus A320
,,NH 6214,Munich,ANA,Airbus A320
,,LH 101,Munich,Lufthansa,Airbus A320
,,SQ 2225,Munich,Singapore,Airbus A320
,,LH 493,Vancouver,Lufthansa,Boeing 747
,,NZ 4231,Vancouver,Air New Zealand,Boeing 747
,,AC 9100,Vancouver,Air Canada,Boeing 747
,,LX 4017,Vancouver,SWISS,Boeing 747
,,KL 1817,Amsterdam,KLM,Embraer 190
,,LH 511,Buenos Aires,Lufthansa,Boeing 747
,,OU 5491,London,Croatia,Airbus A320 NEO
,,LH 925,London,Lufthansa,Airbus A320 NEO
,,UA 9232,London,United,Airbus A320 NEO
,,NH 6232,London,ANA,Airbus A320 NEO
,,SQ 2009,Copenhagen,Singapore,Airbus A321
,,LH 825,Copenhagen,Lufthansa,Airbus A321
,,UA 9029,Copenhagen,United,Airbus A321
,,NH 6182,Copenhagen,ANA,Airbus A321
,,AC 9272,Copenhagen,Air Canada,Airbus A321
,,X3 2129,Palma De Mallorca,TUIfly,Boeing 737
,,UL 2842,Toronto,SriLankan,Airbus A330-300
,,MS 9610,Toronto,EgyptAir,Airbus A330-300
,,AC 842,Toronto,Air Canada,Airbus A330-300
,,OU 5917,Toronto,Croatia,Airbus A330-300
,,TG 5817,Toronto,Thai  International,Airbus A330-300
,,OS 8204,Toronto,Austrian,Airbus A330-300
,,UA 8594,Toronto,United,Airbus A330-300
,,LH 6779,Toronto,Lufthansa,Airbus A330-300
,,TG 7803,Madrid,Thai  International,Airbus A321
,,LH 1123,Madrid,Lufthansa,Airbus A321
,,CA 6026,Madrid,Air China,Airbus A321
,,UA 9228,Madrid,United,Airbus A321
,,OS 7468,Madrid,Austrian,Airbus A321
,,AC 9178,Madrid,Air Canada,Airbus A321
,,SQ 2063,Madrid,Singapore,Airbus A321
,,SQ 2141,Budapest,Singapore,Airbus A321
,,TP 7969,Budapest,TAP Air Portugal,Airbus A321
,,SN 7140,Budapest,Brussels,Airbus A321
,,AC 9333,Budapest,Air Canada,Airbus A321
,,UA 9221,Budapest,United,Airbus A321
,,NH 5466,Budapest,ANA,Airbus A321
,,LH 1335,Budapest,Lufthansa,Airbus A321
,,CX 6706,Budapest,Cathay Pacific,Airbus A321
,,NH 6389,London,ANA,Embraer 190
,,EN 8773,London,Air Dolomiti,Embraer 190
,,LH 5657,London,Lufthansa,Embraer 190
,,NH 6212,Hamburg,ANA,Airbus A319
,,LH 13,Hamburg,Lufthansa,Airbus A319
,,SQ 2011,Hamburg,Singapore,Airbus A319
,,UA 8939,Hamburg,United,Airbus A319
,,LH 4271,Orlando,Lufthansa,Airbus A330
,,UA 9669,Orlando,United,Airbus A330
,,OS 8444,Orlando,Austrian,Airbus A330
,,SN 5662,Orlando,Brussels,Airbus A330
,,LX 9393,Orlando,SWISS,Airbus A330
,,4Y 69,Orlando,Eurowings Discover,Airbus A330
,,NH 5411,Amsterdam,ANA,Airbus A321
,,UA 9195,Amsterdam,United,Airbus A321
,,LH 987,Amsterdam,Lufthansa,Airbus A321
,,AC 9074,Amsterdam,Air Canada,Airbus A321
,,LH 7600,Houston,Lufthansa,Boeing 777-200
,,UA 46,Houston,United,Boeing 777-200
,,AC 3850,Houston,Air Canada,Boeing 777-200
,,AC 9094,Boston,Air Canada,Airbus A340
,,UA 8858,Boston,United,Airbus A340
,,TG 7745,Boston,Thai  International,Airbus A340
,,SN 7237,Boston,Brussels,Airbus A340
,,LH 421,Boston,Lufthansa,Airbus A340
,,LH 4255,Monastir,Lufthansa,Airbus A320
,,4Y 215,Monastir,Eurowings Discover,Airbus A320
,,LH 187,Berlin,Lufthansa,Airbus A320
,,UA 8753,Berlin,United,Airbus A320
,,AC 9044,Berlin,Air Canada,Airbus A320
,,KQ 3102,Paris,Kenya,Embraer 190
,,VN 3132,Paris,Vietnam,Embraer 190
,,AF 1618,Paris,Air France,Embraer 190
,,MK 9380,Paris,Air Mauritius,Embraer 190
,,SK 9752,Paris,SAS,Embraer 190
,,MU 1717,Paris,China Eastern,Embraer 190
,,UU 8618,Paris,Air Austral,Embraer 190
,,DL 8404,Paris,Delta Air Lines,Embraer 190
,,AM 6016,Paris,Aeromexico,Embraer 190
,,CA 6082,Leipzig,Air China,Bombardier CRJX
,,AC 9148,Leipzig,Air Canada,Bombardier CRJX
,,TG 7787,Leipzig,Thai  International,Bombardier CRJX
,,LH 161,Leipzig,Lufthansa,Bombardier CRJX
,,IB 1327,Madrid,Iberia,Bombardier CRJX
,,VY 5516,Madrid,Vueling,Bombardier CRJX
,,AA 8640,Madrid,American,Bombardier CRJX
,,JL 9427,Madrid,JL,Bombardier CRJX
,,AY 5626,Madrid,Finnair,Bombardier CRJX
,,TG 7687,Warsaw,Thai  International,Airbus A321 NEO
,,LO 4891,Warsaw,LOT - Polish,Airbus A321 NEO
,,LH 1347,Warsaw,Lufthansa,Airbus A321 NEO
,,UA 8937,Warsaw,United,Airbus A321 NEO
,,AC 9079,Warsaw,Air Canada,Airbus A321 NEO
,,MS 9006,Warsaw,EgyptAir,Airbus A321 NEO
,,TU 744,Tunis,Tunisair,Airbus A320
,,UA 8879,Denver,United,Airbus A350
,,LH 447,Denver,Lufthansa,Airbus A350
,,UA 9061,Prague,United,Airbus A320 (Sharklets)
,,AC 9287,Prague,Air Canada,Airbus A320 (Sharklets)
,,LH 1393,Prague,Lufthansa,Airbus A320 (Sharklets)
,,TG 7965,Stuttgart,Thai  International,Canadair CRJ 900
,,CA 6216,Stuttgart,Air China,Canadair CRJ 900
,,AC 9225,Stuttgart,Air Canada,Canadair CRJ 900
,,CX 6724,Stuttgart,Cathay Pacific,Canadair CRJ 900
,,UA 8777,Stuttgart,United,Canadair CRJ 900
,,TP 7653,Stuttgart,TAP Air Portugal,Canadair CRJ 900
,,LH 133,Stuttgart,Lufthansa,Canadair CRJ 900
,,OS 7249,Salzburg,Austrian,Airbus A320 (Sharklets)
,,LH 1103,Salzburg,Lufthansa,Airbus A320 (Sharklets)
,,AC 9521,Salzburg,Air Canada,Airbus A320 (Sharklets)
,,TG 7827,Salzburg,Thai  International,Airbus A320 (Sharklets)
,,MS 9004,Düsseldorf,EgyptAir,Airbus A321
,,AC 9242,Düsseldorf,Air Canada,Airbus A321
,,TG 7953,Düsseldorf,Thai  International,Airbus A321
,,LH 77,Düsseldorf,Lufthansa,Airbus A321
,,CA 6032,Düsseldorf,Air China,Airbus A321
,,UA 8931,Düsseldorf,United,Airbus A321
,,AC 6847,Geneva,Air Canada,BCS1
,,UA 9802,Geneva,United,BCS1
,,LX 1082,Geneva,SWISS,BCS1
,,LH 5745,Geneva,Lufthansa,BCS1
,,TG 7693,Lisbon,Thai  International,Airbus A321
,,UA 9133,Lisbon,United,Airbus A321
,,TP 6707,Lisbon,TAP Air Portugal,Airbus A321
,,OS 7344,Lisbon,Austrian,Airbus A321
,,NH 6058,Lisbon,ANA,Airbus A321
,,LH 1173,Lisbon,Lufthansa,Airbus A321
,,AC 9083,Lisbon,Air Canada,Airbus A321
,,DE 1773,Palma De Mallorca,Condor,Boeing 757
,,LH 9529,Luxembourg,Lufthansa,Embraer 190
,,EN 8751,Luxembourg,Air Dolomiti,Embraer 190
,,UA 9943,Brussels,United,Airbus A319
,,SN 2611,Brussels,Brussels,Airbus A319
,,LH 5571,Brussels,Lufthansa,Airbus A319
,,UA 8743,Hamburg,United,Airbus A320
,,LH 19,Hamburg,Lufthansa,Airbus A320
,,LH 1459,Ljubljana,Lufthansa,Bombardier CRJX
,,LH 405,New York,Lufthansa,Airbus A340-300
,,UA 8842,New York,United,Airbus A340-300
,,ET 1617,New York,ET,Airbus A340-300
,,NZ 4225,New York,Air New Zealand,Airbus A340-300
,,TG 7723,New York,Thai  International,Airbus A340-300
,,SN 7233,New York,Brussels,Airbus A340-300
,,UA 9069,Paris,United,Airbus A320
,,LH 1029,Paris,Lufthansa,Airbus A320
,,LH 5673,Lyon,Lufthansa,Embraer 190
,,EN 8911,Lyon,Air Dolomiti,Embraer 190
,,LH 53,Hanover,Lufthansa,Bombardier CRJX
,,AC 9236,Hanover,Air Canada,Bombardier CRJX
,,TG 7957,Hanover,Thai  International,Bombardier CRJX
,,CX 6710,Hanover,Cathay Pacific,Bombardier CRJX
,,CA 6092,Hanover,Air China,Bombardier CRJX
,,OS 7898,Newark,Austrian,Boeing 767
,,LH 8802,Newark,Lufthansa,Boeing 767
,,AC 3584,Newark,Air Canada,Boeing 767
,,UA 74,Newark,United,Boeing 767
,,UA 9509,Goteborg,United,Canadair CRJ 900NG
,,AC 9102,Goteborg,Air Canada,Canadair CRJ 900NG
,,OS 7476,Goteborg,Austrian,Canadair CRJ 900NG
,,LH 813,Goteborg,Lufthansa,Canadair CRJ 900NG
,,X3 2273,Jerez de la Forntera,TUIfly,Boeing 737-800
,,UA 9001,Dresden,United,Airbus A319
,,CA 6044,Dresden,Air China,Airbus A319
,,AC 9262,Dresden,Air Canada,Airbus A319
,,CX 6708,Dresden,Cathay Pacific,Airbus A319
,,TG 7763,Dresden,Thai  International,Airbus A319
,,LH 211,Dresden,Lufthansa,Airbus A319
,,UA 8745,Oslo,United,Airbus A321
,,CX 6722,Oslo,Cathay Pacific,Airbus A321
,,AC 9346,Oslo,Air Canada,Airbus A321
,,LH 859,Oslo,Lufthansa,Airbus A321
,,OS 7378,Manchester,Austrian,Airbus A321
,,LH 941,Manchester,Lufthansa,Airbus A321
,,UA 9337,Manchester,United,Airbus A321
,,CX 6700,Berlin,Cathay Pacific,Airbus A320
,,LH 183,Berlin,Lufthansa,Airbus A320
,,UA 8971,Berlin,United,Airbus A320
,,AC 9118,Berlin,Air Canada,Airbus A320
,,AZ 7412,Firenze,ITA,Embraer 190
,,LH 6911,Firenze,Lufthansa,Embraer 190
,,EN 8853,Firenze,Air Dolomiti,Embraer 190
,,CA 6478,Firenze,Air China,Embraer 190
,,EN 8801,Milan,Air Dolomiti,Embraer 190
,,LH 6905,Milan,Lufthansa,Embraer 190
,,AZ 7434,Milan,ITA,Embraer 190
,,TK 1585,Istanbul,Turkish,Airbus A321
,,TG 7771,Rome,Thai  International,Airbus A321
,,AZ 7292,Rome,ITA,Airbus A321
,,AC 9301,Rome,Air Canada,Airbus A321
,,LH 231,Rome,Lufthansa,Airbus A321
,,UA 8801,Rome,United,Airbus A321
,,LH 6925,Graz,Lufthansa,Embraer 190
,,EN 8061,Graz,Air Dolomiti,Embraer 190
,,LH 6333,Vienna,Lufthansa,Airbus A320
,,TP 8701,Vienna,TAP Air Portugal,Airbus A320
,,CX 6672,Vienna,Cathay Pacific,Airbus A320
,,OS 207,Vienna,Austrian,Airbus A320
,,AC 6203,Vienna,Air Canada,Airbus A320
,,LH 4263,Heraklion,Lufthansa,Airbus A320
,,A3 3436,Heraklion,Aegean,Airbus A320
,,4Y 1225,Heraklion,Eurowings Discover,Airbus A320
,,AC 9213,Munich,Air Canada,Airbus A319
,,LH 103,Munich,Lufthansa,Airbus A319
,,CX 6716,Munich,Cathay Pacific,Airbus A319
,,UA 9562,Birmingham,United,Airbus A320 NEO
,,AC 9608,Birmingham,Air Canada,Airbus A320 NEO
,,LH 953,Birmingham,Lufthansa,Airbus A320 NEO
,,OS 7304,Dublin,Austrian,Airbus A319
,,LH 977,Dublin,Lufthansa,Airbus A319
,,LH 837,Billund,Lufthansa,Embraer 190
,,LH 5691,Billund,Lufthansa,Embraer 190
,,EN 8741,Billund,Air Dolomiti,Embraer 190
,,LH 5663,Bologna,Lufthansa,Embraer 190
,,EN 8879,Bologna,Air Dolomiti,Embraer 190
,,UA 9684,Bologna,United,Embraer 190
,,AZ 7394,Bologna,ITA,Embraer 190
,,LO 4917,Poznań,LOT - Polish,Canadair CRJ 900NG
,,LH 1387,Poznań,Lufthansa,Canadair CRJ 900NG
,,LH 7401,Pisa,Lufthansa,Embraer 190
,,UA 9680,Pisa,United,Embraer 190
,,EN 8871,Pisa,Air Dolomiti,Embraer 190
,,UA 8810,London,United,Airbus A321 (Sharklets)
,,LH 901,London,Lufthansa,Airbus A321 (Sharklets)
,,UA 9051,Zurich,United,Airbus A319
,,LX 3602,Zurich,SWISS,Airbus A319
,,AC 9029,Zurich,Air Canada,Airbus A319
,,LH 1187,Zurich,Lufthansa,Airbus A319
,,CA 6164,Zurich,Air China,Airbus A319
,,UA 932,Washington,United,Boeing 777-200
,,LH 9253,Washington,Lufthansa,Boeing 777-200
,,AC 3825,Washington,Air Canada,Boeing 777-200
,,NH 5421,Toulouse-Blagnac,ANA,Airbus A319
,,LH 1095,Toulouse-Blagnac,Lufthansa,Airbus A319
,,AC 9395,Toulouse-Blagnac,Air Canada,Airbus A319
,,UA 9550,Toulouse-Blagnac,United,Airbus A319
,,4Y 1207,Souda,Eurowings Discover,Airbus A320
,,A3 3426,Souda,Aegean,Airbus A320
,,LH 4423,Souda,Lufthansa,Airbus A320
,,MS 9028,Hamburg,EgyptAir,Airbus A319
,,LH 15,Hamburg,Lufthansa,Airbus A319
,,CX 6712,Hamburg,Cathay Pacific,Airbus A319
,,AC 9144,Hamburg,Air Canada,Airbus A319
,,LH 6345,Linz,Lufthansa,ATR 72-600
,,OS 263,Linz,Austrian,ATR 72-600
,,DE 2033,Seattle,Condor,Airbus A330
,,NH 5874,Marseille,ANA,Airbus A319
,,LH 1087,Marseille,Lufthansa,Airbus A319
,,AI 8587,Marseille,Air India,Airbus A319
,,UA 9075,Marseille,United,Airbus A319
,,TG 7807,Marseille,Thai  International,Airbus A319
,,AC 9411,Marseille,Air Canada,Airbus A319
,,LO 5107,Wrocław,LOT - Polish,Embraer 190
,,LH 9575,Wrocław,Lufthansa,Embraer 190
,,EN 8767,Wrocław,Air Dolomiti,Embraer 190
,,6K 367,Antalya,Songbird,Airbus A320 NEO
,,UA 9508,Stockholm,United,Airbus A320 (Sharklets)
,,AC 9152,Stockholm,Air Canada,Airbus A320 (Sharklets)
,,LH 801,Stockholm,Lufthansa,Airbus A320 (Sharklets)
,,TP 7513,Stockholm,TAP Air Portugal,Airbus A320 (Sharklets)
,,LH 307,Catania,Lufthansa,Airbus A321 NEO
,,AZ 7276,Catania,ITA,Airbus A321 NEO
,,DE 1663,Heraklion,Condor,Airbus A320 NEO
,,UA 9058,Venice,United,Airbus A320 (Sharklets)
,,LH 325,Venice,Lufthansa,Airbus A320 (Sharklets)
,,AC 9313,Venice,Air Canada,Airbus A320 (Sharklets)
,,AZ 7352,Venice,ITA,Airbus A320 (Sharklets)
,,CA 6186,Venice,Air China,Airbus A320 (Sharklets)
,,LH 1385,Katowice,Lufthansa,Airbus A319
,,LO 4933,Katowice,LOT - Polish,Airbus A319
,,UA 9384,Katowice,United,Airbus A319
,,AC 9569,Katowice,Air Canada,Airbus A319
,,UA 9310,Barcelona,United,Airbus A321
,,TG 7657,Barcelona,Thai  International,Airbus A321
,,CA 6290,Barcelona,Air China,Airbus A321
,,AC 9185,Barcelona,Air Canada,Airbus A321
,,LH 1125,Barcelona,Lufthansa,Airbus A321
,,NH 6108,Bâle/Mulhouse,ANA,Canadair CRJ 900NG
,,CA 6158,Bâle/Mulhouse,Air China,Canadair CRJ 900NG
,,AC 9095,Bâle/Mulhouse,Air Canada,Canadair CRJ 900NG
,,UA 9319,Bâle/Mulhouse,United,Canadair CRJ 900NG
,,LX 3912,Bâle/Mulhouse,SWISS,Canadair CRJ 900NG
,,LH 1203,Bâle/Mulhouse,Lufthansa,Canadair CRJ 900NG
,,LH 107,Munich,Lufthansa,Airbus A319
,,UA 8947,Munich,United,Airbus A319
,,AC 9575,Munich,Air Canada,Airbus A319
,,UA 9203,Amsterdam,United,Airbus A319
,,LH 989,Amsterdam,Lufthansa,Airbus A319
,,AC 9072,Amsterdam,Air Canada,Airbus A319
,,TG 7647,Amsterdam,Thai  International,Airbus A319
,,NH 5894,Milan,ANA,Airbus A319
,,AZ 7314,Milan,ITA,Airbus A319
,,LH 249,Milan,Lufthansa,Airbus A319
,,UA 9081,Milan,United,Airbus A319
,,TG 7811,Milan,Thai  International,Airbus A319
,,AC 9307,Milan,Air Canada,Airbus A319
,,LH 355,Bremen,Lufthansa,Bombardier CRJX
,,TG 7749,Bremen,Thai  International,Bombardier CRJX
,,CA 6020,Bremen,Air China,Bombardier CRJX
,,AC 9258,Bremen,Air Canada,Bombardier CRJX
,,LH 147,Nuremberg,Lufthansa,Canadair CRJ 900NG
,,CA 6072,Nuremberg,Air China,Canadair CRJ 900NG
,,AC 9195,Nuremberg,Air Canada,Canadair CRJ 900NG
,,TG 7671,Nuremberg,Thai  International,Canadair CRJ 900NG
,,UA 9351,Nuremberg,United,Canadair CRJ 900NG
,,VF 33,Istanbul,AJet,Airbus A321
,,DE 2085,San Francisco,Condor,Airbus A330
,,AC 2659,Lisbon,Air Canada,Airbus A320
,,TG 7302,Lisbon,Thai  International,Airbus A320
,,MS 9440,Lisbon,EgyptAir,Airbus A320
,,LH 6965,Lisbon,Lufthansa,Airbus A320
